RecipeName,Ingredients,TotalTimeInMins,Cuisine,Procedure,URL,Cleaned-Ingredients,image-url,Ingredient-count,name_clean
Chow-Chow Kothamalli Chutney  ,"1 cup Coriander (Dhania) Leaves,3 Dry Red Chillies,Salt - to taste,1 teaspoon Chana dal (Bengal Gram Dal),1 Chow chow (chayote squash) - diced,30 grams Tamarind,2 teaspoon White Urad Dal (Split),2 teaspoon Sunflower Oil",40.0,South Indian Recipes,"To make this Chow-Chow Kothamalli Chutney Recipe| Chayote Coriander Chutney, clean, peel and dice the chayote and get ready with the other ingredients.In a saucepan, heat oil, add urad dal, channa dal, and mix them well.After they turn golden brown, add chillies and sautÃÂÃÂ©.Add the diced chow-chow and sautÃÂÃÂ© them till they are cooked but firm.Add tamarind to chow chow and sautÃÂÃÂ©.After the chow chow is cooked, turn off the flame and let it cool.In a mixer, add coriander leaves, chow-chow mixture, and salt to taste.Grind to a smooth chutney.
Add water only if needed.
If needed you can temper them with some mustard seeds, urad dal, and curry leaves.Serve Chow-Chow Kothamalli Chutney Recipe| Chayote Coriander Chutney with idlis, onion rava dosa recipe or as an accompaniment with full course lunch.",https://www.archanaskitchen.com/chow-chow-kothamalli-chutney-recipe-chayote-coriander-chutney,"salt,chow chow (chayote squash),coriander (dhania) leaves,white urad dal (split),dry red chillies,tamarind,chana dal (bengal gram dal),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Manjula_Bharath/ChowChow_Kothamalli_Chutney_Recipe_Chayote_Coriander_Chutney_1.jpg,8.0,chow-chow kothamalli chutney
Classic South Indian Rava Idli ,"1 cup Curd (Dahi / Yogurt),1 Carrot (Gajjar) - grated,2 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon White Urad Dal (Split),Salt - to taste,1 inch Ginger - grated,1 teaspoon Mustard seeds,2 Green Chillies - finely chopped,1/2 teaspoon Enos fruit salt,1 teaspoon Sunflower Oil,1/4 teaspoon Asafoetida (hing),1 sprig Curry leaves - finely chopped,2 tablespoons Cashew nuts - broken,1 cup Sooji (Semolina/ Rava)",35.0,South Indian Recipes,"To begin making the Classic South indian Rava Idli Recipe, prep all the ingredients and keep them ready.Heat a teaspoon of oil in a pan on medium flame, add mustard seeds and allow it to crackle.
Add the torn curry leaves, grated ginger, green chilies and cashew nuts.
Roast them for a few minutes.
Add the Semolina/Rava and roast until you get a good aroma.
Set aside to cool.
Set aside the roasted rava idli mixture to cool.In a mixing bowl combine the roasted rava idli mixture along with the yogurt, and add just enough water to make a thick batter and keep aside to rest for 10 to 15 minutes.After the resting period, you will have to add a little water as the rava idli batter would have soaked up all the moisture.
Add the grated carrots and enos fruit salt and whisk the rava idli batter.If the batter is too thick add water to make a thick batter of dropping consistency.
Stir well for a couple of minutesPreheat an idli steamer with enough water and keep it  ready.Grease the idli mould with oil and spoon the Rava Idli mixture into the cavities.
Place it in a preheated steamer and steam for 10 minutes until done.When you test, the rava idli should be cooked and the tester should come out clean.Serve the Rava Idli along with South Indian Coconut Chutney and Potato Saagu for a quick and wholesome breakfast.
",https://www.archanaskitchen.com/classic-south-indian-rava-idli-recipe,"cashew nuts,salt,ginger,mustard seeds,asafoetida (hing),carrot,curd,coriander (dhania) leaves,white urad dal (split),curry leaves,sooji (semolina rava),enos fruit salt,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Rava_Idli_Recipe_Semolina_Steamed_Cakes-1.jpg,14.0,classic south indian rava idli
Climb   | Two Tamarind  | Bearing Coconut Surrey,"1 Drumstick - cut into 1 inch pieces,1 cup Fresh coconut - grated,1 Carrots (Gajjar) - peeled and diced,4 Dry Red Chillies,1 Green Bell Pepper (Capsicum) - diced,1 cup Tamarind Water,1 teaspoon Mustard seeds,1-1/2 teaspoons White Urad Dal (Split),1/2 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Coconut Oil,1 sprig Curry leaves,1 teaspoon Salt",40.0,South Indian Recipes,"To begin making the Yeruvalli Kuzhambu/ Iru Puli Kuzhambu, the first step is to prep all the ingredients and keep them ready.Cook the vegetables along with the tamarind water in the pressure cooker.
Place the diced vegetables, the tamarind water and salt into the pressure cooker.Place the weight on and pressure cook until you heat 2 to 3 whistles.
Turn off the heat and allow the pressure to release naturally.While the pressure is getting released, we will make the curry paste for the Yeruvalli Kuzhambu/ Iru Puli Kuzhambu.In a small pan; add in the fenugreek seeds/ methi, urad dal and red chillies.
Roast them until you notice the ingredients turning slightly brown and releases a roasted aroma.
Add the roasted ingredients into a small blender jar, add the coconut and about 1/4 cup of warm water.
Blend to make a smooth curry paste.
Heat oil in a pan; add mustard seeds and curry leaves and allow it to crackle.
Once it crackles, add the cooked vegetables along with the tamarind water, the coconut curry paste and give it a stir.
Check the salt levels and adjust to suit your taste.
Give the Yeruvalli Kuzhambu a brisk boil and turn off the heat.
Adjust the consistency of the Kuzhambu by adding 1/4 cup water of water if required.Transfer the kuzhambu to a serving bowl and serve hot.Serve the Yeruvalli Kuzhambu / Iru Puli Kuzhambu along with hot steamed rice for lunch and or even along with dosaÃÂÃÂs.
",https://www.archanaskitchen.com/yeruvalli-kuzhambu-recipe-tangy-coconut-curry-with-vegetables,"salt,tamarind water,coconut,mustard seeds,drumstick,carrot,curry leaves,white urad dal (split),dry red chillies,methi seeds (fenugreek seeds),green bell pepper (capsicum),coconut oil",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Yeruvalli_Kuzhambu_Iru_Puli_Kuzhambu_Recipe_Video_5_1600.jpg,12.0,climb   | two tamarind  | bearing coconut surrey
Coconut Coconut Chili Powder  ,"1 teaspoon Asafoetida (hing),1/4 cup Chana dal (Bengal Gram Dal),1/4 cup White Urad Dal (Split),Salt - to taste,1 cup Dry coconut (kopra) - cut into small pieces,10 Dry Red Chillies,30 grams Tamarind - lemon size,2 tablespoon Sesame seeds (Til seeds)",30.0,South Indian Recipes,"To begin making Kopparai Thengai Milagai Podi Recipe first cut the dry coconut into small pieces and keep them aside.We will roast all the ingredients separately on medium heat so that the dals and other ingredients do not burn.Heat a pan on medium heat and first roast the channa dal until it turns golden brown in colour.
Remove in a bowl and allow to cool.Next in the same pan roast urad dal till golden brown.Remove in a bowl and allow to cool.Next add the sesame seeds to the same pan and roast for a few seconds till the sesame seeds start popping.
Remove into a bowl and keep aside.Now we will roast the red chillies till crisp and keep them aside as well.Finally we will roast the dry coconut till it starts to turn golden brown.
Do not brown it too much.
keep stirring in between.
Remove in a bowl and allow to cool.Once the dals and all the other ingredients have cooled add them to a mixer grinder along with hing and tamarind and grind till you get a coarse powder.
Add salt to the grinder now and pulse again to get a coarse powder.
Once done, transfer the Kopparai Thengai Milagai Podi into a bottle and store for a couple of months.Serve Kopparai Thengai Milagai Podi with Homemade Soft Idli, Green Coriander and Coconut Chutney and  Filter Coffee for delicious breakfast.
",https://www.archanaskitchen.com/kopparai-thengai-milagai-podi-recipe-dry-coconut-chutney-podi,"salt,chana dal (bengal gram dal),asafoetida (hing),dry coconut (kopra),white urad dal (split),dry red chillies,sesame seeds (til seeds),tamarind lemon",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Kopparai_Thengai_Idli_Milagai_Podi_Video_recipe__11_1600.jpg,8.0,coconut coconut chili powder
Coconut Peanut Chutney ," 4 curry leaves, 2 sprigs of green coriander - chopped,1 cup coconut - grated, 2 green chillies - chopped, salt - or rock salt (as per taste), 1/4 cup peanuts - roasted",40.0,South Indian Recipes,"Prepare all the ingredients to make coconut peanut sauce.
One by one, grind all the ingredients in the mixer grinder and grind them.
Remove and serve in a bowl.
Serve coconut peanut chutney with rava idli, carrot idli or dosa of your choice.",https://www.archanaskitchen.com/coconut-peanut-chutney-recipe-in-hindi,"salt salt,coconut,peanuts,curry leaves,coriander (dhania) leaves,green chillies",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/sept-21/Peanut_Coconut_Chutney_Recipe_No_onion_No_Garlic_Fasting_Vrat_Recipe-3.jpg,6.0,coconut peanut chutney
Coconut Peanut Chutney  ," 2 sprigs of green coriander - chopped,1 cup coconut - grated, 2-4 curry leaves, salt - as per taste, 2 green chillies - chopped, 1/4 cup peanuts - roasted",40.0,South Indian Recipes,"To make Coconut Peanut Chutney Recipe, add coconut, green chillies, coriander, curry leaves, peanuts, salt and grind it well in a mixer grinder.
Remove and serve in a bowl after grinding.
Serve Coconut Peanut Chutney Recipe with Ghee Roast Dosa and Tomato Onion Sambar for breakfast.",https://www.archanaskitchen.com/coconut-peanut-chutney-recipe-no-onion-no-garlic-recipe-in-hindi,"salt,coconut,peanuts,curry leaves,coriander (dhania) leaves,green chillies",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/sept-21/Peanut_Coconut_Chutney_Recipe_No_onion_No_Garlic_Fasting_Vrat_Recipe-3.jpg,6.0,coconut peanut chutney
Coconut Peanut Chutney  ,"1/4 cup Roasted Peanuts (Moongphali),1 cup Fresh coconut - grated,Salt - or rock salt to taste,2 sprigs Coriander (Dhania) Leaves - roughly chopped,2 Green Chillies - chopped,2-4 Curry leaves",40.0,South Indian Recipes,"We begin making the Coconut Peanut Chutney Recipe (No Onion No Garlic Recipe) by grinding all the ingredients in a blender till it is coarsely ground.Serve your simple Coconut Peanut Chutney Recipe (No Onion No Garlic Recipe) with Singhara Atta Cheela Recipe to make it a quick breakfast.
",https://www.archanaskitchen.com/coconut-peanut-chutney-recipe-no-onion-no-garlic-recipe,"salt salt,coconut,curry leaves,coriander (dhania) leaves,peanuts (moongphali),green chillies",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/sept-21/Peanut_Coconut_Chutney_Recipe_No_onion_No_Garlic_Fasting_Vrat_Recipe-3.jpg,6.0,coconut peanut chutney
Coriander Semiya  ,"1 cup Coriander (Dhania) Leaves,3 tablespoons Fresh coconut - grated,3 Cloves (Laung),2 cloves Garlic,Salt - to taste,3 tablespoons Sunflower Oil,1/2 cup Rice Vermicelli Noodles (Thin),1 Cardamom (Elaichi) Pods/Seeds,1/2 cup Green peas (Matar) - fresh or frozen,1/2 teaspoon Garam masala powder,1/2 cup Red onion - sliced,1 Bay leaf (tej patta),1/2 cup Carrots (Gajjar) - chopped,4 Green Chillies - (depending upon how spicy you want),1 Star anise",20.0,South Indian Recipes,"To begin making the Coriander Semiya Recipe, soak the rice sticks in just enough hot water to cover it fully.
Keep aside for 3 to 4 minutes.
Drain and keep aside.In a blender container, blend the coriander leaves (coarsely chopped), coconut, green chilies and garlic to a fine paste.
Keep it aside.Heat oil in a heavy bottomed pan and add the dry spices (cloves, bay leaf, cardamom and star anise).
Saute till it emanates a good aroma, takes a few seconds.Add the sliced onions and fry on medium till soft and light golden brown.
Next, add in the carrots, green peas and cook till the carrots become soft.Once the carrots become soft, stir in the coconut paste and sautÃÂÃÂ© on medium high, stirring often till almost dry and the spices have fried well.Add the garam masala powder, soaked and drained rice sticks and salt.
Mix everything nicey.
Keep stirring on medium heat till the coriander paste and spices have coated the vermicelli well and the mixture is heated through.Close and heat on low for about 2 minutes more.
Remove and serve hot with potato chips and a salad and boondi raita or any raitha.Serve Coriander Semiya Recipe along with Boondi Raita, Tadka Raita or any other raita of your choice.",https://www.archanaskitchen.com/coriander-semiya-recipe-vermicelli-pulao,"salt,rice vermicelli noodles (thin),garam masala powder,coconut,coriander (dhania) leaves,bay leaf (tej patta),cardamom (elaichi) podsseeds,green chillies (depending upon how spicy you want),cloves garlic,carrot,green peas (matar),red onion,cloves (laung),star anise,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Curryandvanilla/Coriander_SemiaVermicelli_Pulao.jpg,15.0,coriander semiya
Cucumber / Cucumber Fry  ,"1 teaspoon White Urad Dal (Split),500 grams Tindora (Dondakaya/ Kovakkai) - (dondakkai),Salt - to taste,1 teaspoon Mustard seeds,1/4 cup Fresh coconut - grated,1 sprig Curry leaves - finely chopped,1 pinch Asafoetida (hing)",50.0,South Indian Recipes,"To begin making the Dondakkai / Kovakkai Poriyal Recipe, we will first cut the Dondakkai / Kovakkai into the desired shape.Place the cut Dondakkai / Kovakkai into a steamer, sprinkle some salt and steam on high heat until the vegetable is cooked through.
At home, we personally like the vegetables to have a slightly firm texture as opposed to something too soft and mushy.Once the Kovakkai is steamed, turn off the heat and remove it from the steamer container and keep aside.The next step is to season the vegetable.
Heat a teaspoon of oil in a heavy bottomed pan on medium heat.
Add the mustard seeds and the halved urad dal.
Allow them to crackle and roast the urad dal until it is crisp and golden.
Once the dal is roasted, sprinkle the asafoetida, add the curry leaves and the steamed Kovakkai.
Stir well to combine the Kovakkai Poriyal.
Check the salt and adjust to suit your taste.
Finally, stir in the grated coconut and give it a mix.Turn off the heat and transfer the Dondakkai / Kovakkai Poriyal into a serving bowlServe the Kovakkai Poriyal along with Jeera Rasam, Mixed Vegetable Sambar, Beetroot Pachadi, Steamed Rice and Elai Vadam for a delicious weekend South Indian meal.
",https://www.archanaskitchen.com/dondakkai-kovakkai-poriyal-recipe-ivy-gourd-gherkins-stir-fry,"salt,asafoetida (hing),mustard seeds,coconut,tindora (dondakaya kovakkai) (dondakkai),curry leaves,white urad dal (split)",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Dry/Dondakkai_Kovakkai_Gherkins_Tinda_Tindora_Poriyal_Recipe_South_Indian_Curry-1.jpg,7.0,cucumber / cucumber fry
Cucumber Mor Kuzhambu  ,"2 to 3 tablespoons Hung Curd (Greek Yogurt),1 inch Ginger - chopped,Salt - to taste,3 to 4 Cucumber - peeled and chopped,1 teaspoon Mustard seeds,1/2 cup Fresh coconut - scrapped,5 to 6 sprig Coriander (Dhania) Leaves,1/4 teaspoon Turmeric powder (Haldi),3 to 4 Green Chillies - chopped",35.0,South Indian Recipes,"To begin making the Cucumber Mor Kuzhambu recipe, firstly add the cucumber pieces along with 1/2 cup water and salt to a saucepan.
Cook covered till the cucumber becomes just tender.Grind together the coconut, ginger, chillies, mustard, coriander, turmeric in a blender to a fine paste.
Add little water if required to make a fine paste.Add this coconut paste to the cucumber.
Cook on low heat for 2 to 3 minutes.
Adjust water and salt if required.Add the curd and mix.Serve the Cucumber Mor Kuzhambu with steamed rice and Keerai Sambar for a comforting weekday meal.
",https://www.archanaskitchen.com/cucumber-mor-kuzhambu-recipe-cucumber-curry,"salt,coconut scrapped,ginger,hung curd (greek yogurt),mustard seeds,coriander (dhania) leaves,cucumber,turmeric powder,green chillies",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Cucumber_Morkolumb_Cucumber_curry.jpg,9.0,cucumber mor kuzhambu
Curd Jantikalu  ,"Water - as required,3 tablespoons Sesame seeds (Til seeds),Salt - to taste,1 cup Rice flour,1 teaspoon Ajwain (Carom seeds),3/4 cup Curd (Dahi / Yogurt),Red Chilli powder - as per taste,1/2 cup All Purpose Flour (Maida),1/4 cup Butter,Sunflower Oil - as required",30.0,South Indian Recipes,"To begin making the Curd Jantikalu recipe, take a bowl and add rice flour and all purpose flour in a bowl.Add red chilli powder, sesame seeds, carom seeds and salt.
Mix everything together.Add melted butter and mix all dry ingredients together.Now take 3/4 cup of curd and add it slowly and mix.
At last add little water if needed and make a soft dough.Take janthikalu press (sevai maker machine) and grease it with oil.
Use disc with large holes.Now take the dough and fill 3/4 of janthikalu and press it to get the desired shape.Meanwhile, heat oil in a heavy bottomed pan.
Once the oil is hot, fry jantikalu until they turn brown in colour.
Store them in an airtight container.Serve Curd Jantikalu along with hot Masala chai and Linzer cookies for your tea time break.
",https://www.archanaskitchen.com/curd-jantikalu-recipe-crispy-curd-snacks,"salt,ajwain (carom seeds),flour (maida),red chilli powder,water,curd,rice flour,sesame seeds (til seeds),butter,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/neetha2687-gmail.com/curd_jantikalucrispy_curd_snacks.jpg,10.0,curd jantikalu
Dahi Vada  ," 1/4 teaspoon black salt or rock salt,1/2 cup white urad dal - soaked for 4 hours, tamarind sauce - red chili powder - 1/4 tsp cumin powder, as per use, chaat masala powder - a pinch, 1/4 teaspoon cooking soda, salt - as per taste",75.0,South Indian Recipes,"To make dahi vada recipe, first wash and clean the urad dal.
Now pour the urad dal with salt in a mixer grinder and make a paste.
Add soda dale and mix well.
You can also add some water if you want.
Make your hands wet.
Take 2 tablespoons of Urad Dal mixture in your hand and make it like a round ball.
Make other vadas as well.
Now heat oil in a pan.
Pour these vadas in hot oil and fry them till they turn golden brown.
After frying, remove it on an absorbent paper so that it absorbs more oil.
Now pour them in water and keep them aside for 30 to 45 minutes.
At the time of survey, squeeze the water thoroughly from the vada and pour it into a serving bowl.
Pour the curd over it.
Now add red chili powder, cumin powder, black salt, chaat masala powder and milli chutney.
Serve.
Serve dahi vada recipe with your meal.
Serve jaipuri potato onion vegetable, celery poori and raita for dinner.",https://www.archanaskitchen.com/dahi-vada-with-sweet-spicy-chutney-recipe-in-hindi,"salt,tamarind sauce red chilli powder cumin powder,black salt salt,chaat masala powder,soda,white urad dal",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Waagmi_Soni/Dahi_Vada.jpg,6.0,dahi vada
Dahi Vada With Sweet & Spicy Chutney ,"Sweet Chutney (Date & Tamarind) - as required,Salt - to taste,1/4 teaspoon Cumin powder (Jeera),Red Chilli powder - as required,Chaat Masala Powder - a pinch,1/4 teaspoon Cooking soda,1/2 cup White Urad Dal (Split) - soaked for 4 hours,1/4 teaspoon Black Salt (Kala Namak)",75.0,South Indian Recipes,"To begin making the Dahi Vada With Sweet & Spicy Chutney recipe, wash and drain the urad dal.Grind together the urad dal, and salt in a mixer or food processor to a coarse paste without adding water.
If the dal is not grinding then add just a dash of water to grind the dal.Add the soda to the urad dal paste and mix well till the batter is light and fluffy.
Whisk for bout three to four minutes.Pre heat a kadai with enough oil to deep fry the vadas.Wet your hands and take 2 tablespoons of the batter on your palm and shape into a circle.
Carefully slip the vadas into the hot oil and deep fry in hot oil on a slow flame in a deep fry pan till the Vadas are golden brown for about 8 minutes.Do not cook on high heat as the vadas will turn brown on the outside but will still be not cooked on the inside.Once done drain on absorbent paper.Next, soak the deep fried vadas in water for about 45 minutes.Just before serving, drain and squeeze out the excess water.Arrange the vadas on a serving dish and top with beaten curd.
Garnish with chilli powder, cumin seed powder, black salt, chaat masala and serve with tamarind chutney.Serve Dahi Vada With Sweet & Spicy Chutney Recipe along with a party meal of Punjabi Chana Masala Recipe, Whole Wheat Onion Stuffed Kulcha Recipe and Carrot Cucumber Tomato Salad with Lemon and Coriander Recipe.
",https://www.archanaskitchen.com/dahi-vada-with-sweet-spicy-chutney-recipe,"salt,cumin powder (jeera),black salt,chaat masala powder,red chilli powder,sweet chutney (date tamarind),white urad dal (split),soda",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Waagmi_Soni/Dahi_Vada.jpg,8.0,dahi vada with sweet & spicy chutney
Dal Fara  ,"Salt - as required,1 cup Chana dal (Bengal Gram Dal),Whole Wheat Flour - or rice flour as required,Sunflower Oil - as required,Asafoetida (hing) - A Pinch,1/3 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1/4 teaspoon Garam masala powder,Asafoetida (hing) - A pinch,10 Curry leaves,Coriander (Dhania) Leaves - Few sprigs,3 cloves Garlic,4 cup White Urad Dal (Split),1 cup Arhar dal (Split Toor Dal) - optional,1/2 teaspoon Cumin seeds (Jeera),2 Green Chillies - paste (adjust according to your taste)",70.0,South Indian Recipes,"To begin making the Dal Fara Recipe, soak the urad dal, chana dal and mutter dal for four to five hours.Make a coarsely ground yet fine paste of all dals in a mixer grinder.
Now mix the dry masalas, garlic and chillies paste and salt as required.
(Add salt only when you are all ready to fill the paste in the puri else it will become watery)Add red chilly powder according to your taste.Meanwhile prepare the dough by adding rice flour, water and salt.
Make thick puri out of the dough and add the dal paste on one side of the puri and cover with the other side.Cook the far in a steamer for about 20 to 30 minutes.After 20 to 30 minutes, when it is cooked, switch off the stove and allow the fara to cool down.The next step is to temper the faras.
Heat oil in a kadhai/wok and add jeera, curry leaves and hing.
Let the jeera crackle and then add fara and stir for a bit.Once it is done, garnish with fresh coriander and it is ready to be served.Serve Dal Fara on its own with Tomato Garlic Chutney or as a side dish with your delicious North Indian meal.
",https://www.archanaskitchen.com/dal-fara-recipe-indian-stuffed-lentil-dumplings,"wheat flour rice flour,salt,arhar dal (split toor dal),coriander (dhania) leaves,asafoetida (hing),red chilli powder,cloves garlic,curry leaves,white urad dal (split),cumin seeds (jeera),green chillies paste,turmeric powder,chana dal (bengal gram dal),garam masala powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Priyanka_Tripathi/Fara.jpg,15.0,dal fara
Desiccated Coconut Coriander Chutney ,"3 Green Chillies,1 tablespoon Lemon juice,1 cup Coriander (Dhania) Leaves,Salt - to taste,1 inch Ginger,1/2 tablespoon Cumin seeds (Jeera),2 tablespoons Dessicated Coconut,3 cloves Garlic",10.0,South Indian Recipes,"To begin making Desiccated Coconut Coriander Chutney Recipe, get all the ingredients ready.Add all ingredients in a mixer jar and grind it to a fine paste with the help of a water as needed.
Transfer this to a serving bowl.Serve Desiccated Coconut Coriander Chutney Recipe as a dip with Cheese Crackers Recipe for a movie evening at home.",https://www.archanaskitchen.com/desiccated-coconut-coriander-chutney-recipe,"salt,ginger,coconut,coriander (dhania) leaves,cloves garlic,cumin seeds (jeera),lemon,green chillies",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/Desiccated_Coconut__Coriander_Chutney_1600.jpg,8.0,desiccated coconut coriander chutney
Dill Idle  ,"6 Curry leaves - torn,1/2 teaspoon Dry ginger powder,2 teaspoon Black pepper powder - crushed coarsely,1 cup Idli Dosa Batter,1 teaspoon Cumin seeds (Jeera),Salt - to taste,1 teaspoon Mustard seeds,3/4 cup Dill leaves - finely chopped,2 tablespoons Chana dal (Bengal Gram Dal) - soaked (for 1 hour),Turmeric powder (Haldi) - A pinch,1 tablespoon Sunflower Oil,1/4 teaspoon Asafoetida (hing)",25.0,South Indian Recipes,"To begin making the Sabsige Soppina Idli recipe, firstly heat oil in a tadka pan.
Add the mustard seeds, cumin seeds and let them crackle.
follow it up with the remaining ingredients in the same order.Follow it up with the remaining ingredients in the same order.In a bowl, add the cleaned and chopped dill leaves into the ready to use idli batter along with the soaked channa dal and the prepared tadka.
Mix thoroughly, pour them into idli plates and steam for 12-15Mix thoroughly, pour them into idli plates and steam for 12-15 minutes.
Serve hot.Serve Sabsige Soppina Idli along with Mixed Vegetable Sambar and Tomato Onion Chutney for your healthy and scrumptious breakfast.
",https://www.archanaskitchen.com/sabsige-soppina-idli-recipe-dill-leaves-idli,"idli dosa batter,salt,dill leaves,mustard seeds,asafoetida (hing),curry leaves,dry ginger powder,cumin seeds (jeera),black pepper powder,chana dal (bengal gram dal) (for hour),turmeric powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/gauravi/Sabsige_soppina_Idli_Dill_leaves_Idli.jpg,12.0,dill idle
Doddapatre Soppina Chitranna  ,"Coriander (Dhania) Leaves - a few sprigs finely chopped for garnish,1 teaspoon White Urad Dal (Split),1/2 cup Dessicated Coconut - chopped,1 tablespoon Raw Peanuts (Moongphali),Salt - to taste,1/2 teaspoon White Urad Dal (Split),1 teaspoon Mustard seeds,1-1/2 cups Cooked rice,1 teaspoon Chana dal (Bengal Gram Dal),3 Byadagi Dried Chillies,3 Guntur Dried Chillies,1/2 teaspoon Chana dal (Bengal Gram Dal),10 Indian borage (Doddapatre) - cleaned washed and separated,3/4 teaspoon Cumin seeds (Jeera),1/4 teaspoon Asafoetida (hing),2 tablespoons Sunflower Oil,1 sprig Curry leaves",50.0,South Indian Recipes,"To start preparing Doddapatre Soppina Chitranna (Indian Thyme Rice) Recipe, get all the ingredients handy first.Heat a teaspoon of oil in wide bottomed kadai and add urad dal, channa dal, cumin and roast them on medium flame until the dals turn golden.
Transfer the seasoning to a mixie/ food processor.Add red chillies to the kadai and roast them on low flame until the pungent odour is slightly reduced (takes about 1-2 minutes).
Add desiccated coconut and fry for a minute until the pleasant aroma rises.
Cool this and add to the mixie along with other ingredients.Fry doddapatre leaves in kadai for a minute or two till the leaves wilt.
Transfer the leaves to the mixie.Now grind all the ingredients into a smooth paste using little water.Heat oil in wide bottomed pan and add mustard, once it starts spluttering add the channa and urad dal, groundnuts, curry leaves and hing.
Fry till the dals turns golden and the groundnuts are done (the skin starts to peel).Now add the ground paste and fry for a minute.
Mix in the cooked rice, sprinkle some salt and mix until everything is well incorporated.
Doddapatre Soppina Chitranna (Indian Thyme Rice) Recipe is now ready with some chopped coriander leaves to garnish.",https://www.archanaskitchen.com/doddapatre-soppina-chirtanna-indian-thyme-rice-recipe,"salt,guntur dried chillies,coriander (dhania) leaves,indian borage (doddapatre) separated,rice,coconut,mustard seeds,asafoetida (hing),curry leaves,white urad dal (split),byadagi dried chillies,cumin seeds (jeera),peanuts (moongphali),chana dal (bengal gram dal),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sindhu_bharadwaj/doddapatre-soppina-chitranna-thyme-rice.JPG,15.0,doddapatre soppina chitranna
Double Beans Sundal ,"1 Dry Red Chilli,3 tablespoons Fresh coconut - grated,2 cups Double Beans - cooked until soft and tender,Salt - to taste,1/2 teaspoon White Urad Dal (Whole),1 teaspoon Mustard seeds,1 tablespoon Sunflower Oil,1/2 teaspoon Red Chilli powder,1/4 teaspoon Asafoetida (hing),1 sprig Curry leaves",25.0,South Indian Recipes,"To begin making Double Beans Sundal, heat oil in a wok/kadhai in medium heat, add the mustard and urad dal seeds and let it crackle.Add the asafoetida, dried red chillies and curry leaves and let it crackle.Add the cooked double beans, salt, red chilli powder and stir fry the until all the ingredients are well combined.Switch off the flame, add the grated coconut and give it a good stir.
Serve Double Beans Sundal along with Tomato Onion Sambar, Elai Vadam and Steamed Rice for a perfect weekday meal.",https://www.archanaskitchen.com/double-beans-sundal-recipe,"salt,sunflower oil,mustard seeds,asafoetida (hing),coconut,red chilli powder,dry red chilli,curry leaves,double beans tender,white urad dal",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Double_Beans_Sundal.jpg,10.0,double beans sundal
Dried Neem Flower Flavored Rice ,"1 cup black rice - cooked, 1 red chili, 2 teaspoons neem leaves, 1/2 teaspoon white urad dal, Few curry leaves, oil - or ghee, 1/3 teaspoon asafoetida",370.0,South Indian Recipes,"To make Vepampu rice, first soak black rice for 6 to 8 hours.
Now pour these rice into the cooker with water and close the cooker.
Cook it to come to the city.
Allow the pressure to drain and keep aside.
Now heat oil in a pan.
After the oil is hot, add asafetida, dry red chillies, urad dal, neem flowers and mix it.
After the neem flowers are cooked, add black rice and mix it.
Add salt to it after 1 minute and let it cook for 2 minutes.
Turn off the gas after 2 minutes and serve.
Serve Veppampu Rice with Tomato Cucumber Onion Raita for dinner.",https://www.archanaskitchen.com/vempampoo-rice-recipe-dried-neem-flowers-rice-in-hindi,"black rice,asafoetida,curry leaves,neem leaves,red chilli,oil ghee,white urad dal",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Neeru_Srikanth/Vepampoo_Rice_Dried_Neem_Flowers_Rice.jpg,7.0,dried neem flower flavored rice
